visitorid,itemid,transactionid
107025,317226,11330
107314,348069,7622
107692,246610,523
107797,450082,8790
107935,189041,8149
107944,13224,7563
107998,69799,14781
108101,287017,16094
108464,268883,16794
108570,183511,11823
108759,415781,16960
108813,134484,2640
108868,22814,12952
108972,290465,14988
108997,73732,11170
109095,153767,16896
109106,68902,577
109184,142162,10056
109184,176399,10056
109184,239073,10056
109184,24089,10056
109184,246636,10056
109184,321379,10056
109246,296795,12037
109293,79956,1972
109357,106874,14786
109357,120098,14786
109357,120098,3683
109357,14003,14786
109357,140527,14786
109357,140527,3683
109357,172370,14786
109357,172370,3683
109357,256146,14786
109357,256146,3683
109357,263501,14786
109357,263501,3683
109357,273872,14786
109357,273872,3683
109357,306494,14786
109357,354106,14786
109357,354106,3683
109357,388308,14786
109357,39028,14786
109408,165337,8926
109433,313887,12966
109662,26634,6350
109670,73322,2576
109717,66811,10767
109717,66811,3437
109721,218329,508
109826,89775,14410
109850,329408,3021
109926,456850,11682
109982,48030,11031
110014,395435,4317
110090,80858,9188
110227,389135,2854
110412,171878,13563
110412,461686,13563
110481,20187,17252
110561,264179,12616
110561,307770,12616
110606,219512,2408
110660,67013,8085
110905,219205,3880
111080,379480,8737
111209,238911,9189
111325,187374,4514
111382,232062,12409
111668,238865,1677
111748,20218,10210
112167,379599,14800
112253,316976,11131
112257,180018,1335
112323,11279,6556
112417,5848,13368
112518,354153,138
112578,275434,15855
112596,350968,6388
112757,317743,12939
112757,317743,2723
112757,321963,12939
112757,321963,2723
112855,444741,12241
113028,227790,15080
113137,122449,12920
113137,367490,4853
113137,422494,12920
113314,275294,1949
113592,334823,6724
113634,122231,13983
113995,207344,17302
114108,108936,15838
114349,219512,17193
114403,202762,16904
114450,290207,15062
114828,90295,1667
114903,372188,9550
114915,331526,10137
115055,442172,12366
115257,218177,15300
115257,275705,15300
115257,465606,15300
115257,84151,15300
115257,96813,15300
115417,299677,17597
115573,441852,12036
115977,309778,13102
116086,1211,14491
116086,1211,17658
116095,14644,6875
116095,464731,6875
116133,48731,1396
116236,48541,12933
116272,170262,2298
116322,123026,16518
116458,46660,3032
116728,179290,4347
116771,110077,12408
116830,211418,7237
116997,307428,11122
117236,237561,11239
117422,361656,12256
117422,91152,11015
117436,268586,17291
117934,164538,13306
117934,307279,13306
117934,55544,13306
117973,379551,12550
118071,417927,5840
118129,201742,15603
118129,247059,15603
118129,45731,15603
118200,174923,17186
118234,372732,11731
118274,83556,15421
118319,332227,4263
118450,136602,2227
118450,394204,2227
118487,420960,10702
118543,443865,6132
118580,250439,16747
118580,250439,8410
118594,296631,11951
118734,144507,4311
118831,23054,1222
118899,144392,12269
118899,366501,12269
118926,389158,3584
119044,277746,1873
119084,206664,11775
119139,261582,7683
119168,81319,17145
119328,132683,2270
119362,368403,3004
119389,167827,12645
119389,175610,12645
119389,237413,12645
119389,288525,12645
119389,297931,12645
119389,387504,12645
119389,390167,12645
119389,426619,12645
119389,445459,12645
119389,66073,12645
119446,81995,5819
119455,185982,5503
119531,81939,1757
119578,180799,4301
119578,9877,4301
119770,182250,8388
119781,255093,17105
119827,20932,5513
119827,41169,10462
120036,249768,1234
120226,363007,13141
120226,50276,4709
120331,222888,15172
120444,159996,11281
120444,340994,11281
120444,351469,11281
120511,118557,12871
120532,452661,914
120601,229071,775
120699,213834,15602
120699,446411,15602
120959,156858,1388
121179,449912,5140
121214,312060,14935
121299,202460,16948
121299,202460,4331
121299,277943,16948
121299,277943,4331
121320,364437,53
121320,387756,53
121322,465951,4084
121370,123664,12732
121481,140532,143
121481,140532,143
121688,105792,11117
121688,12836,11117
121688,15335,11117
121688,200793,11117
121688,237753,11117
121688,25353,11117
121688,302422,11117
121688,317178,11117
121688,380775,11117
121688,400969,11117
121688,80582,11117
121714,309819,7545
121775,160904,6807
121914,142819,10730
121914,294438,1369
121951,5730,12129
122126,302307,17590
122153,312699,15818
122239,426129,676
122329,230813,13698
122329,230813,13698
122337,447360,10413
122347,383589,6473
122385,395749,12672
122478,248455,12588
122552,103567,9160
122568,342443,15430
122598,56570,1584
122700,336228,4562
122728,441751,554
122929,171815,3495
123031,179601,2683
123036,105430,12754
123036,288355,12754
123291,285006,3719
123533,259455,5842
123702,294210,16382
123724,256721,7977
124102,235047,13113
124114,73359,1272
124220,403146,9375
124269,382787,7930
124269,44888,7930
124489,332175,4503
124511,381974,15365
124971,187138,16424
125048,459989,16291
125098,358485,6389
125197,347014,14613
125208,339808,12260
125307,361554,16687
125643,334296,13650
125651,169571,4119
125728,178498,11177
125728,305008,11177
125728,372188,11177
125769,309557,3841
125769,441966,3154
125998,441668,15427
126139,456975,271
126230,295448,5723
126393,139515,11950
126643,191763,16464
126771,334942,3185
126779,183756,13637
126779,271236,690
126834,291609,1277
126834,339545,1277
126834,453192,1277
127240,406071,13844
127240,406071,14957
127366,420960,12650
127425,143000,3397
127452,121835,14989
127452,359910,14989
127579,121078,10686
127718,31853,7461
127910,139085,11555
127910,425009,11555
128066,375118,8154
128147,167121,11967
128147,259330,11967
128188,112417,3473
128223,302563,2055
128491,9877,2926
128578,92678,15059
128727,205663,14018
128727,346015,14018
129046,281217,3493
129095,369447,13842
129198,187132,4768
129237,448601,11580
129434,269088,1421
129438,384470,15727
129443,21886,965
129642,298771,3723
129689,226828,11653
129708,125751,17375
129708,125751,2312
129811,66691,6456
129940,277275,8169
130028,268755,14080
130028,304154,14080
130293,246090,2437
130293,464960,4705
130294,426657,4931
130478,89777,12683
130492,274051,2433
130492,3566,2433
130492,415833,2433
130658,432842,5175
130847,371155,5466
130917,150100,15364
130968,269452,9413
130983,7942,12231
131371,20659,8421
131371,311405,8421
131371,325521,8421
131578,242521,4726
131595,48030,9896
131725,216271,15850
131764,96233,8376
131768,153778,6373
131861,196180,17077
131954,93705,10809
132066,122069,9239
132168,378893,2689
132277,196800,15505
132277,196800,15505
132277,196800,8380
132645,460668,10850
132676,104116,4755
132676,271823,4755
132676,338939,4755
132676,381613,4755
132727,158666,13137
132727,158666,7327
132804,285822,3008
132823,218339,4818
132829,335457,12486
132882,406382,14409
133120,132347,3303
133166,211061,6490
133166,264297,6490
133456,160115,2197
133632,461686,995
133645,200180,15746
133777,62613,8019
133817,37011,14295
134169,212006,2976
134248,191330,8398
134290,365015,12155
134360,273041,6609
134407,263338,3155
134407,263338,7048
134407,431417,3155
134407,431417,7048
134524,381262,17035
134586,425477,3242
134685,356012,5042
134805,52358,10876
134868,26210,5412
135153,33912,7879
135201,314217,1022
135511,410616,6945
135719,128296,13877
135719,128296,6068
135719,268883,3552
135719,420960,10844
135738,9199,13865
135931,399830,5783
135997,247141,8626
136002,448428,9172
136280,37845,2748
136630,23762,4624
136855,13925,5979
136903,9126,13187
137011,341344,9649
137011,73898,9649
137057,432793,16581
137110,129121,1633
137223,250942,14952
137285,163751,116
137285,445224,9934
137452,288846,1486
137613,248455,6746
137876,79877,16406
137876,79877,16963
138021,233099,7785
138021,285154,7785
138021,422376,7785
138131,105334,12711
138131,107792,4272
138131,109356,7498
138131,111240,14610
138131,113419,2373
138131,11663,16802
138131,117551,3626
138131,118504,13004
138131,119736,14006
138131,119736,2917
138131,119736,4440
138131,119736,8469
138131,122561,9923
138131,123548,1694
138131,127842,12216
138131,127939,1572
138131,128569,14070
138131,130113,14036
138131,134191,6853
138131,135004,8643
138131,137454,14552
138131,138427,15756
138131,139814,2583
138131,144076,4581
138131,146100,1293
138131,14932,10835
138131,150877,6853
138131,150882,10017
138131,150882,10835
138131,151061,17443
138131,152380,2334
138131,153301,2092
138131,161911,15016
138131,164276,5904
138131,166683,16386
138131,172894,10180
138131,172894,4274
138131,173617,12694
138131,174074,6285
138131,174185,4728
138131,175652,7670
138131,176995,6308
138131,179601,1992
138131,184391,7848
138131,186702,8277
138131,189818,14036
138131,191640,8049
138131,201671,3118
138131,205582,15568
138131,208505,6252
138131,212006,16185
138131,214415,1439
138131,215596,1909
138131,218385,15420
138131,220066,1455
138131,220749,8502
138131,222208,4248
138131,226300,8083
138131,229094,2732
138131,231482,1327
138131,23257,6141
138131,242694,10248
138131,242694,1878
138131,243566,10510
138131,244458,14006
138131,245168,6985
138131,250301,2058
138131,256513,13276
138131,257040,9923
138131,259822,10777
138131,264179,5527
138131,266085,16070
138131,267010,17555
138131,268883,13326
138131,268956,14814
138131,271151,1716
138131,281717,10248
138131,283916,12138
138131,284463,12216
138131,286731,14236
138131,288525,17198
138131,289096,17198
138131,289633,4440
138131,290003,4354
138131,294337,2334
138131,300670,9980
138131,300823,15420
138131,301284,6842
138131,301721,14036
138131,307306,4237
138131,307728,11492
138131,309778,14490
138131,318333,17664
138131,318333,3564
138131,318333,4604
138131,318333,615
138131,326449,489
138131,332224,4413
138131,33245,200
138131,335913,14907
138131,336359,5901
138131,336861,14710
138131,342288,8170
138131,344071,5639
138131,346436,1507
138131,351027,5656
138131,356626,15568
138131,357111,10873
138131,358211,8363
138131,362059,12694
138131,362348,527
138131,362634,17265
138131,362760,5213
138131,362807,16152
138131,36378,10922
138131,369158,14036
138131,369158,1716
138131,369158,6070
138131,369933,6174
138131,36995,12711
138131,370390,3805
138131,373318,4006
138131,376934,15142
138131,377286,6853
138131,377380,10248
138131,377380,1878
138131,379493,11172
138131,381265,5639
138131,390689,13731
138131,390934,16755
138131,390984,7396
138131,393419,11154
138131,398887,8363
138131,399592,10682
138131,403591,2917
138131,409655,14629
138131,413686,3959
138131,416187,7341
138131,419701,4373
138131,420960,11909
138131,428446,4725
138131,434282,6308
138131,43590,17443
138131,441415,4373
138131,441734,16903
138131,441966,6070
138131,442131,13674
138131,442837,10476
138131,446815,1299
138131,448220,16695
138131,448453,9872
138131,449391,16903
138131,457045,14070
138131,458608,11875
138131,466109,8469
138131,47415,10438
138131,49156,9226
138131,52367,5630
138131,58719,16755
138131,59508,5826
138131,61716,10917
138131,67486,15568
138131,69101,397
138131,69533,3006
138131,71233,10017
138131,74833,4926
138131,75510,2058
138131,76491,4928
138131,81252,17395
138131,8523,8277
138131,85832,12694
138131,86844,5105
138131,89212,5048
138304,134906,2367
138322,196629,1291
138391,230257,9837
138458,388097,13251
138992,331311,11060
139064,267010,8218
139392,367664,5522
139696,230796,2510
139696,397621,7093
139805,389585,1542
139850,125071,10286
139850,235018,10286
139850,239570,10286
139850,299044,10286
139850,311341,10286
139891,78494,12131
140115,350629,6656
140378,177555,9557
140568,278893,16594
140572,396930,12686
140810,292353,4427
140884,8651,4484
141016,335454,6005
141135,399243,12565
141660,321129,4123
141701,334094,15495
141790,241752,8096
141812,168386,12625
141819,244571,5920
141889,254432,8862
141905,395596,15752
142099,116624,11931
142284,301368,1993
142511,301717,11552
142611,345156,16380
142649,237960,12048
142785,240777,12446
142785,240777,1288
143054,2082,3759
143059,186094,8558
143059,324954,8558
143059,8847,8558
143136,390357,700
143174,317987,15175
143229,244756,10697
143361,342331,13175
143411,355393,2111
143585,147037,8192
143630,5730,11428
143679,384397,4133
143811,193272,12182
144274,181576,11628
144274,181576,16846
144291,69799,382
144378,324963,11621
144508,116587,10010
144513,187992,17361
144513,59765,17361
144730,358348,7272
144849,268490,17476
144849,332078,14796
144849,406100,17476
144849,406100,3353
144849,406100,3353
145261,201955,8064
145261,388536,8064
145274,195553,8468
145274,420697,8468
145274,439312,8468
145473,108458,9700
145473,99907,9700
145492,464649,15961
145494,274460,2602
145611,369924,7610
145936,340918,2663
145936,400868,2663
146419,2657,6416
146458,409804,14472
146479,410711,12315
146505,63294,8911
146522,73602,8073
146547,222082,9970
146547,75482,9970
146643,170021,6510
146643,32412,9014
146643,417973,17505
146643,81478,9014
146698,121409,13273
146698,133814,2318
146698,213423,10687
146698,213423,11207
146698,357978,13273
146997,212036,16143
147096,277767,2465
147248,213834,15397
147248,445351,15397
147290,446522,841
147585,25189,3382
147808,55161,4934
147954,1891,3944
148192,286944,12464
148227,324391,11098
148244,7943,9052
148264,19278,9091
148402,238321,13523
148453,389814,8348
148485,48105,16261
148531,218576,7817
148602,398489,7911
148615,303637,17
148658,18038,7588
148811,93556,8016
148853,30139,15402
148923,9620,360
149166,248630,2034
149194,143621,3203
149420,369040,3453
149673,352841,6702
149854,204808,4806
149854,207993,4806
149854,346655,4806
149854,358598,4806
149978,253156,5463
149978,358211,5463
149978,69941,5463
149990,424929,7205
150133,262666,6755
150184,3024,4097
150421,261589,975
150651,253574,4075
150651,253574,7784
150651,326609,4075
150651,326609,7784
150651,60479,4075
150651,60479,7784
150651,77100,4075
150651,77100,7784
150737,158912,7109
150928,414078,9876
150983,48030,3557
151077,364074,16321
151138,144648,16078
151280,322123,9292
151448,173956,9826
151476,13825,2029
151476,228287,2029
151498,413921,14088
151740,224595,3799
151847,317938,3560
152089,164543,7985
152357,164345,6312
152357,380196,6312
152381,150809,9631
152404,334920,11959
152420,256655,11259
152420,268659,11259
152420,338262,11259
152420,99675,11259
152693,161613,4878
152693,191852,4878
152693,333681,4693
152693,44890,4693
152793,218215,17607
152887,250547,2260
152891,137454,13367
152902,296448,15745
152963,101288,394
152963,101722,8424
152963,103686,9150
152963,104891,6020
152963,10516,16269
152963,105933,7021
152963,109700,4643
152963,110283,6908
152963,110645,6325
152963,110666,7822
152963,111201,12995
152963,112782,15986
152963,114913,11444
152963,115258,17248
152963,11621,15589
152963,119736,10325
152963,119736,13782
